Name,start_date,end_date,range_date,location,info,status,description,Lat,Long,sex,biographical
John Hiner,1834,1837,1834-unknown,"Pittsburgh, PA","At age 22 (1834), travels west to Pittsburgh",f,,40.440624,-79.995888,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1837,1840,unknown-unknown,"Louisville, KY","Travels from PA to Louisville, KY",f,,38.328732,-85.764771,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1840,1842,unknown - 1842,Yellowstone,"Travels from Louisville, KY to the Yellowstone area",f,,44.6,-110.5,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1842,1852,1842-1852,"Keokuk, IA","In 1842, travels back east from Montana to Keokuk, IA, marries, and established his butchering business.",f,Starts butchering business; common-law marriage with Harriet [?],40.40149839,-91.3899,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1852,1855,1852-1855,San Francisco,"Migrates to Maryville, CA in 1852 as part of the gold rush, fails, Migrates to Sacremento and then San Francisco; his first wife (perhaps common-law) dies; he meets and marries Mary A. Jeffers Cowan, and with her runs a public house until 1855.",f,Keeps a public house; legal marriage with Mary A. Jeffers Cowan ,37.7775,-122.416389,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1855,1873,1855-1873,"Keokuk, IA","In 1855, he and his wife migrate back to Keokuk, IA",f,Expands sucessful slaughterhouse and butchering business,40.4015,-91.3899,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1873,1886,1873-1886,"Petersburg,  Virginia","Sometime after 1873, he and his wife migrate east to her home in Petersburg, VA; he lives there a few years, then travels west again.",f,,37.21295,-77.400417,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
John Hiner,1886,1886,1886,"Keokuk, IA","1886, he returns to Keokuk where he dies, within days of his wife's passing in VA.",f,Death and burial,40.4015,-91.3899,male,"John was born in 1812 in Baltimore, MD, to what he described as a father who was part African American and part German, and an Irish mother. In adolescence, he learned the butchering trade from extended family members. John traveled west to Piittsburgh at age 22 in 1834 and also passed through Louisville, Kentucky and the Yellowstone area of Montana before moving to Keokuk to establish his butchering business and marry his first wife, a woman named Harriet. In 1852, Hiner migrated to Maryville, California in an unsuccessful bid to participate in the gold rush. He then migrated to Sacramento and San Francisco. John's first wife died during this period. John met and married Mary A. Jeffers Cowan and returned to Keokuk to run a public house with her. "
Mary A. Jeffers Cowan Hiner,1822,1853,1822-1853,"Petersburg, VA","Born 1822 to formerly enslaved Sylvia Jeffers, who worked as a laundress in Petersburg, VA.  In 1853 her mother successfully petitions the court to have the family declared white according to VA law.",f,with family of origin,37.227928,-77.401924,female,"Mary was born in 1822 to the formerly enslaved Sylvia Jeffers, who worked as a laundress in Petersburg, VA. In 1853, Hiner's mother successfully petitions the court to have the family declared white according to Virginia law. By 1854, Hiner migrated west to San Francisco, where she married John Hiner, ran a ""public house,"" and held $3,000 of her own wealth. In 1855, she settles in Keokuk with John and was among the wealthiest residents of the city until the couples' support of Emma Coger's 1874 segregation lawsuit led to white boycotts of John's business. Mary returned to Petersburg at an unknown date and died shortly after John's passing in Keokuk. Mary was buried in Petersburg, and her real estate holdings were transferred to her surviving child, Nammoka. "
Mary A. Jeffers Cowan Hiner,1854,1855,1854-1855,"San Francisco, CA","By 1854, has migrated west to San Francisco, marries John Hiner, runs a ""public house;"" holds $3000 of her own wealth.",f,Runs a boarding house; meets & marries John Hiner,37.773972,-122.431297,female,"Mary was born in 1822 to the formerly enslaved Sylvia Jeffers, who worked as a laundress in Petersburg, VA. In 1853, Hiner's mother successfully petitions the court to have the family declared white according to Virginia law. By 1854, Hiner migrated west to San Francisco, where she married John Hiner, ran a ""public house,"" and held $3,000 of her own wealth. In 1855, she settles in Keokuk with John and was among the wealthiest residents of the city until the couples' support of Emma Coger's 1874 segregation lawsuit led to white boycotts of John's business. Mary returned to Petersburg at an unknown date and died shortly after John's passing in Keokuk. Mary was buried in Petersburg, and her real estate holdings were transferred to her surviving child, Nammoka. "
Mary A. Jeffers Cowan Hiner,1855,1873,1855-1873,"Keokuk, IA","In 1855, she settles in Keokuk with John; among the wealthiest residents of the city, until their support of Emma Coger's 1874 segregation lawsuit leads to white boycotts of John's business.  ",f,Moves to Keokuk with John Hiner,40.40149,-91.38999,female,"Mary was born in 1822 to the formerly enslaved Sylvia Jeffers, who worked as a laundress in Petersburg, VA. In 1853, Hiner's mother successfully petitions the court to have the family declared white according to Virginia law. By 1854, Hiner migrated west to San Francisco, where she married John Hiner, ran a ""public house,"" and held $3,000 of her own wealth. In 1855, she settles in Keokuk with John and was among the wealthiest residents of the city until the couples' support of Emma Coger's 1874 segregation lawsuit led to white boycotts of John's business. Mary returned to Petersburg at an unknown date and died shortly after John's passing in Keokuk. Mary was buried in Petersburg, and her real estate holdings were transferred to her surviving child, Nammoka. "
Mary A. Jeffers Cowan Hiner,1873,1886,1873-1886,"Petersburg, VA","At an unknown date, she returns to Petersburg wher she dies shortly after John passes in Keokuk; she is buried in Petersburg, and her considerable real estate holdings pass to her surviving child, Nammoka.",f,with family of origin,37.22793,-77.4019,female,"Mary was born in 1822 to the formerly enslaved Sylvia Jeffers, who worked as a laundress in Petersburg, VA. In 1853, Hiner's mother successfully petitions the court to have the family declared white according to Virginia law. By 1854, Hiner migrated west to San Francisco, where she married John Hiner, ran a ""public house,"" and held $3,000 of her own wealth. In 1855, she settles in Keokuk with John and was among the wealthiest residents of the city until the couples' support of Emma Coger's 1874 segregation lawsuit led to white boycotts of John's business. Mary returned to Petersburg at an unknown date and died shortly after John's passing in Keokuk. Mary was buried in Petersburg, and her real estate holdings were transferred to her surviving child, Nammoka. "
